comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
8,2010-02-09,2377,139,3110488,73,40,11,http://www.slideshare.net/ewenlb/checklist-communication-strategy-development,34298
2,2012-02-08,1648,17,11475963,44,14,1,http://www.slideshare.net/akashbakshi/1-service-marketing-introduction,11898
2,2009-11-22,2456,15,2561295,41,11,2,http://www.slideshare.net/jvalaball/introduction-to-health-economics,12612
0,2015-11-24,263,2,55484128,44,19,12,http://www.slideshare.net/Fahrenheit212/the-chief-innovation-officer-redefined,2454
0,2013-11-26,991,1,28641842,61,37,0,http://www.slideshare.net/Gsoftgroup/sps-ottawa-slider-presentation,6875
1,2012-12-02,1350,55,15452864,56,27,2,http://www.slideshare.net/princekurt11/philippine-constitution-15452864,60744
0,2016-08-10,3,0,64879241,111,88,0,http://www.slideshare.net/Analytive/zerotoone-building-a-marketing-plan-for-your-small-business,45
0,2014-09-14,699,30,39075136,69,41,4,http://www.slideshare.net/alrat/thailands-mobile-market-information-2014-39075136,11248
0,2013-11-18,999,4,28368752,84,57,0,http://www.slideshare.net/cruzshermon/what-is-politics-28368752,3394
5,2009-02-07,2744,52,1002275,89,56,0,http://www.slideshare.net/scottekim/visual-thinking-games,103404
5,2011-12-12,1706,8,10567978,37,4,1,http://www.slideshare.net/AngelicLove/conducive-classroom-environment,87190
1,2012-10-13,1400,17,14712474,49,20,1,http://www.slideshare.net/gautamanand/introduction-to-sales-management-14712474,24761
0,2014-09-06,707,31,38775591,42,13,1,http://www.slideshare.net/briansolis/bd04-131013231549phpapp02-38775591,7417
0,2015-08-19,360,22,51795435,93,65,9,http://www.slideshare.net/imryki/handson-deep-learning-in-python,11515
0,2014-05-14,822,11,34701260,97,68,0,http://www.slideshare.net/kleinerperkins/economy-internet-trends-oct-2009-web-20-summit,24688
6,2011-10-16,1763,24,9719523,39,6,1,http://www.slideshare.net/bintyagarwal/career-planning-and-development-9719523,48705
0,2011-11-01,1747,4,9974882,73,46,0,http://www.slideshare.net/chrismelck/ideadeluge-finance-for-nonfinancial-managers,3108
0,2013-09-12,1066,4,26124747,40,13,0,http://www.slideshare.net/munna191989/sectors-26124747,5525
0,2012-11-25,1357,1,15342942,32,8,0,http://www.slideshare.net/evakatharinawalkembach/sport-presentation-pdf,6099
0,2011-06-26,1875,2,8425721,51,26,0,http://www.slideshare.net/kharr/10-spiritual-assessment,1866
4,2007-10-02,3238,54,123523,170,138,1,http://www.slideshare.net/jtneill/groups-leadership,0
0,2012-08-21,1453,6,14034465,44,16,0,http://www.slideshare.net/suelynmendoza15/types-of-the-speech-14034465,21577
0,2013-05-30,1171,30,22180954,47,19,0,http://www.slideshare.net/a1w2a3n4/opd-ipd,13935
3,2016-02-24,171,119,58655334,142,111,173,http://www.slideshare.net/platrevolution/the-new-new-competition-how-digital-platforms-change-competitive-strategy-58655334,24887
0,2016-01-08,218,0,56816185,37,14,0,http://www.slideshare.net/csandit/family-of-2simplex-cognitive-tools-and-their-applications-for-decisionmaking-and-its-justifications,292
3,2010-03-25,2333,81,3555281,67,36,7,http://www.slideshare.net/cwsteinbach/hive-quick-start-tutorial,167364
0,2014-09-01,712,139,38556918,72,44,25,http://www.slideshare.net/MarcusCollins1/decoding-the-als-icebucket-challenge-mc,13792
0,2016-08-10,3,0,64865417,30,7,0,http://www.slideshare.net/swaraj_13/global-sports-footwear-market-2016-2020,7
0,2015-01-15,576,6,43560017,64,36,2,http://www.slideshare.net/GainsightHQ/when-how-to-hire-vp-csm,8461
0,2015-10-21,297,40,54234463,48,20,10,http://www.slideshare.net/jwtintelligence/new-natural-the-next-generation-of-conscious-consumerism,13000
0,2011-10-07,1772,3,9600540,97,71,0,http://www.slideshare.net/uaccumanno/the-art-ofscienceaenjredacted,2469
1,2010-08-16,2189,8,4978085,54,25,0,http://www.slideshare.net/wislangc/types-of-governments-4978085,11459
1,2012-04-01,1595,36,12250288,49,20,0,http://www.slideshare.net/MUNIF/introduction-to-human-resource-management-12250288,38195
0,2010-01-13,2404,14,2909624,43,15,1,http://www.slideshare.net/brianbelen/principles-of-state-government-and-constitution-2909624,21067
3,2015-10-13,305,198,53869049,53,22,18,http://www.slideshare.net/sketchbubble/how-to-make-your-slides-more-memorable,13650
2,2015-02-17,543,31,44782683,69,39,14,http://www.slideshare.net/mpsarros/sharing-economy-tourism,6995
1,2013-03-10,1252,7,17079603,50,21,0,http://www.slideshare.net/nuranidini/administrative-law-past-year-sample-answer,9667
27,2014-08-26,718,733,38372720,123,90,240,http://www.slideshare.net/mazlan1/internet-of-things-iot-we-are-at-the-tip-of-an-iceberg,140322
0,2012-02-14,1642,0,11574097,34,11,0,http://www.slideshare.net/loy24s/sport-media-presentation,1580
0,2014-01-30,926,7,30652634,35,7,0,http://www.slideshare.net/roshandhabekar/synopsis-for-property-portal-projects-for-final-year-students,15383
3,2014-08-30,714,65,38516622,75,44,7,http://www.slideshare.net/dilrajnp/the-digital-marketing-ppt,60740
9,2013-06-12,1158,84,22863326,52,19,0,http://www.slideshare.net/piyushtripathi19/indian-retail-ppt,47230
0,2012-03-14,1613,0,12013907,32,9,0,http://www.slideshare.net/ulaysa/7-upsof-life,1057
9,2008-12-15,2798,94,846468,100,67,3,http://www.slideshare.net/doctorsumitseth/health-services-india-presentation,33783
1,2014-07-25,750,7,37372090,49,20,0,http://www.slideshare.net/healthcatalyst1/data-mining-in-healthcare-slide-share-37372090,8494
2,2008-05-03,3024,0,385647,128,103,0,http://www.slideshare.net/foreman/su-tham-gia-cua-cong-dong-ngu-dan-ngheo-trong-xac-dinh-nguon-luc-va-nhu-cau-dau-tu-phat-trien-thuy-san,1553
0,2008-05-03,3024,0,385644,76,53,0,http://www.slideshare.net/guest72c422/ss-385644,4120
1,2015-03-20,512,3,46075213,87,60,0,http://www.slideshare.net/Tracxn/tracxn-single-specialty-healthcare-chainsindia,6474
0,2015-03-09,523,20,45608259,49,21,45,http://www.slideshare.net/haxlr8r/waresworldep1theapplewatch,6202
0,2013-12-24,963,32,29474455,42,14,3,http://www.slideshare.net/sarani_reza/design-of-two-way-slab,55186
0,2014-05-18,818,23,34824459,49,21,0,http://www.slideshare.net/Vishnu_Ra/lifi-34824459,18850
1,2013-08-27,1082,41,25631344,46,17,2,http://www.slideshare.net/RiantSoft123/different-types-of-software-development-model,75564
0,2011-02-21,2000,5,7007030,50,22,0,http://www.slideshare.net/leng81287/robbins-eob9-instppt12,4240
0,2016-03-05,161,0,59112847,35,12,0,http://www.slideshare.net/TeamiBangalore/public-relation-59112847,125
0,2011-04-18,1944,1,7660050,49,25,0,http://www.slideshare.net/enzov/investor-relations-and-corporate-communications-7660050,1927
0,2016-08-12,1,0,64929679,30,7,0,http://www.slideshare.net/AmitNandi1/2020-china-automotive-entertainment-microcontroller-market-analysis-and-forecasts-new-research-report,18
1,2014-02-26,899,0,31679777,49,25,2,http://www.slideshare.net/FitSmallBusiness/best-small-business-checking-account-our-top-picks,22361
3,2012-01-27,1660,16,11293853,50,19,0,http://www.slideshare.net/akhilrocker143/524-11293853,25772
0,2015-09-27,321,0,53244082,78,55,0,http://www.slideshare.net/AditiyaWicaksono/self-improvement-cimsa-yarsi,172
3,2012-02-21,1635,22,11691975,53,22,1,http://www.slideshare.net/nkmehra/concept-of-physical-education-1,36519
28,2008-04-22,3035,373,368112,152,119,20,http://www.slideshare.net/tommyland/management-vs-leadership-on-linkedin,258769
0,2015-02-06,554,37,44349561,46,18,27,http://www.slideshare.net/marcmunch2014/pharma-digital-marketing,22421
0,2016-07-30,14,1,64537639,40,16,3,http://www.slideshare.net/GlennVassallo/internet-of-things-in-healthcare,950
5,2012-11-18,1364,48,15236532,48,15,0,http://www.slideshare.net/pseudocodedaryll/sample-business-proposal-presentation,146809
0,2011-07-01,1870,3,8484627,61,35,2,http://www.slideshare.net/mkhulu100/football-fan-base-growth-strategy-by-e-nitiate-integrated-solutions,3015
1,2010-09-03,2171,12,5124547,37,8,1,http://www.slideshare.net/RIZWANKHURRAM/types-of-strutural-slabs,34764
1,2015-07-10,400,10,50378894,62,33,0,http://www.slideshare.net/nusantara99/career-management-50378894,8948
0,2015-01-23,568,6,43842807,50,22,1,http://www.slideshare.net/thesound/meet-generation-edge,2720
0,2015-09-10,338,329,52635220,157,129,71,http://www.slideshare.net/usefedora/best-practices-for-great-landing-page-design-allisonhaag,30928
1,2016-01-27,199,114,57578344,74,45,9,http://www.slideshare.net/legalcomplex/future-of-law-57578344,5713
1,2014-04-26,840,9,33968033,54,25,1,http://www.slideshare.net/soodswati27/itft-33968033,7161
8,2015-12-28,229,484,56498090,51,17,48,http://www.slideshare.net/Salesforce/5-secrets-for-taking-your-small-business-to-the-next-level,28251
0,2010-11-08,2105,2,5711104,85,60,0,http://www.slideshare.net/vikramsankhala/housing-finance,5806
0,2014-01-07,949,4,29784692,61,34,0,http://www.slideshare.net/gadispratiwi/politeness-29784692,3362
0,2010-01-21,2396,2,2964716,40,15,0,http://www.slideshare.net/kaibei/sales-training-powerpoint,10019
0,2010-06-10,2256,0,4461181,30,7,0,http://www.slideshare.net/Freddy56/international-entrepreneurship,2266
0,2013-07-11,1129,21,24132434,73,45,0,http://www.slideshare.net/reeshib/sight-distance-and-road-allignment,10764
0,2007-10-20,3220,0,140289,31,8,0,http://www.slideshare.net/guest8f4019/runescape-medias-new-forums,318
0,2012-02-14,1642,0,11571948,50,27,1,http://www.slideshare.net/501Commons/nonprofit-101-training-3-2011,3161
0,2016-01-29,197,9,57656348,42,14,2,http://www.slideshare.net/haxlr8r/8-lessons-from-hoverboards,11881
0,2011-12-05,1713,7,10473970,56,27,14,http://www.slideshare.net/EdelmanInsights/global-deck-2011-capital-staffers-index,7513
0,2011-04-22,1940,5,7705636,174,146,0,http://www.slideshare.net/Danielkatz/what-is-computational-legal-studies-presentation-university-of-houston-workshop-on-law-computation,4547
0,2009-12-25,2423,4,2775676,45,18,0,http://www.slideshare.net/mokshjuneja/public-relations-management-session-4-news,1172
0,2010-08-10,2195,1,4941098,35,11,0,http://www.slideshare.net/dianaflores12/types-of-sports,5134
0,2016-08-12,1,0,64936324,29,6,0,http://www.slideshare.net/tarunqy/global-automotive-driver-state-monitoring-systems-dsms-industry-2021-market-share-trends-growth-analysis-demands-and-insights,9
2,2013-02-11,1279,24,16465437,112,82,3,http://www.slideshare.net/elton-pickford/business-modeldofail-10examples5reasonsenv22,22267
0,2014-07-15,760,11,37003475,54,26,3,http://www.slideshare.net/TheOnDemandEconomy/on-demand-economy-influencers-dinner-20140701,2729
0,2015-11-18,269,1,55234403,41,17,3,http://www.slideshare.net/prempandurangam/digital-india-55234403,267
19,2013-02-28,1262,234,16838496,137,104,176,http://www.slideshare.net/wrttnwrd/30-tips-for-awesome-presentations,133714
2,2010-12-24,2059,8,6344127,43,13,0,http://www.slideshare.net/ananthatiger/forensic-medicine-changes-after-death,17456
2,2012-09-18,1425,16,14339083,72,42,1,http://www.slideshare.net/ykedia007/electoral-politics-14339083,25679
0,2009-10-08,2501,1,2163124,34,10,0,http://www.slideshare.net/iamjoemicheal/staffing-1,3211
0,2010-08-22,2183,2,5028918,39,14,0,http://www.slideshare.net/dr_ahmadov/chapter8-product-and-services-strategy,5081
1,2015-05-18,453,15,48282693,49,20,4,http://www.slideshare.net/Eurotechchannel/eth-io-tm2mmedicalhealthcare20150502,3966
0,2013-06-27,1143,8,23566341,116,88,0,http://www.slideshare.net/mkelnhofer/effective-menu-engineering-for-your-food-beverage-menus,4885
0,2015-04-06,495,0,46691263,38,15,0,http://www.slideshare.net/INTEGRATEDHS/ceo-compensation-meets-pay-for-performance,489
0,2013-02-07,1283,1,16411478,42,18,0,http://www.slideshare.net/umerkhalidhabib/power-politics-final-revised,2435
3,2010-01-30,2387,7,3027528,51,20,0,http://www.slideshare.net/HONEY11/environment-protection,10971
0,2015-03-24,508,3,46204116,121,95,0,http://www.slideshare.net/hemraj22/mi-life-style-marketing-products-training-by-dr-hemraj,9815
0,2015-01-05,586,81,43203885,59,31,44,http://www.slideshare.net/BostonDave/the-25-must-read-content-marketing-presentations-of-2014,8417
6,2010-09-06,2168,81,5138773,66,33,2,http://www.slideshare.net/aviseqdas/transformational-leadership-5138773,49508
0,2014-04-01,865,5,32976089,54,26,0,http://www.slideshare.net/QuratNaeem/human-capital-32976089,5462
10,2012-10-04,1409,55,14594701,118,85,0,http://www.slideshare.net/sureshaadi0/guidance-councelling,32987
2,2011-11-29,1719,13,10381679,45,15,0,http://www.slideshare.net/moosanaeem/leadership-styles-10381679,10752
1,2014-01-08,948,49,29816105,44,15,0,http://www.slideshare.net/khaledalshami93/highway-geometric-design,21854
0,2014-12-23,599,12,42977583,83,55,0,http://www.slideshare.net/knowmedge/nephrology-flashcards-internal-medicine-board-review,5234
0,2015-12-15,242,1,56160727,57,33,0,http://www.slideshare.net/shivakramesh/election-system-in-india-56160727,588
0,2014-12-23,599,15,42977581,83,55,0,http://www.slideshare.net/knowmedge/hematology-flashcards-internal-medicine-board-review,2953
1,2012-03-19,1608,1,12065187,35,10,0,http://www.slideshare.net/dominicpenney/peer-and-self-assessment-in-the-classroom,4009
0,2015-07-04,406,1,50158385,57,33,0,http://www.slideshare.net/alyaismahani/literary-elements-and-devices,3095
2,2014-01-20,936,48,30220391,69,38,100,http://www.slideshare.net/Microsofteduk/o365-education-e-book-final-version,56400
0,2014-05-14,822,1,34699289,74,49,3,http://www.slideshare.net/kleinerperkins/internet-trends-2004,17083
0,2015-08-27,352,1,52124245,41,17,0,http://www.slideshare.net/hemartin/agof-digital-facts-201506,1955
4,2013-11-14,1003,22,28228447,63,31,1,http://www.slideshare.net/mrmhdcom/ss-28228447,6323
0,2015-03-08,524,10,45588176,39,11,2,http://www.slideshare.net/CalvinTurner/creating-a-digital-banking-strategy-012315,6861
0,2008-11-05,2838,5,724848,49,21,0,http://www.slideshare.net/sunil.b.gupta/sbg2-china-1-presentation,5970
2,2009-10-12,2497,34,2204668,44,14,0,http://www.slideshare.net/alimy1ae/a-lesson-in-pop-art,45609
41,2014-05-01,835,822,34176661,77,44,6,http://www.slideshare.net/MamtaNarula/sample-project-marketing-management,956914
3,2012-07-03,1502,20,13536119,65,34,1,http://www.slideshare.net/ialwaysthinkprettythings/international-entrepreneurship-13536119,25612
7,2014-08-15,729,31,38032765,78,45,0,http://www.slideshare.net/skvemula/hplc-peak-integration-for-chromatography-38032765,19641
6,2009-10-03,2506,62,2117951,60,27,1,http://www.slideshare.net/giri.singh143/retail-merchandising,99674
1,2014-02-24,901,4,31561568,49,21,0,http://www.slideshare.net/viltc/mi-life-styles-sitburn-faat2,4093
12,2014-05-05,831,156,34289211,68,35,27,http://www.slideshare.net/thecroaker/ss-34289211,80113
25,2013-10-18,1030,98,27343794,55,22,48,http://www.slideshare.net/AhmedMohammed2/top-20-tips-for-entrepreneurship-and-small-business,20439
1,2013-09-24,1054,6,26498397,79,50,0,http://www.slideshare.net/bwiresedrick/topic-two-nw-components-01,4622
0,2011-09-14,1795,0,9250303,31,8,0,http://www.slideshare.net/HumanCapital1/human-capital-ppt,6166
1,2014-07-07,768,8,36700941,80,51,0,http://www.slideshare.net/frezzy18/introduction-to-the-social-dimension-of-education-gamilla-vinson-sabelo,5999
0,2013-09-29,1049,15,26679696,92,64,0,http://www.slideshare.net/pujasakhla/retailing-in-india-ppt-0,17592
4,2013-08-01,1108,45,24856379,48,16,1,http://www.slideshare.net/loreinmay/spanish-period-strategies-of,54343
17,2013-11-18,999,83,28355129,79,46,122,http://www.slideshare.net/UXTrendspotting/transhumanism-technology-powered-superhumans,102835
0,2015-11-27,260,0,55568944,33,10,0,http://www.slideshare.net/Jortg99/our-shop-55568944,118
0,2014-12-05,617,4,42380767,42,15,0,http://www.slideshare.net/youngstarleelathong/real-estate-management-system-42380767,4988
11,2016-04-26,109,288,61379808,55,22,47,http://www.slideshare.net/pinky14/what-happens-online-every-60-seconds-61379808,45755
0,2010-01-28,2389,5,3017612,68,40,0,http://www.slideshare.net/arhan/usability-of-human-interfaces,39787
44,2013-07-29,1111,737,24741084,135,101,893,http://www.slideshare.net/HubSpot/hub-spot-historyofseocoffeetips,1767148
2,2016-01-22,204,44,57361969,254,224,55,http://www.slideshare.net/NVIDIAJapan/ss-57361969,15142
9,2014-04-22,844,26,33800849,86,53,20,http://www.slideshare.net/michaelbrenner/the-role-of-content-in-the-future-of-marketing,21142
1,2015-06-15,425,27,49411708,56,27,311,http://www.slideshare.net/wheniwork/the-complete-guide-to-human-resources,12751
14,2010-05-29,2268,74,4352681,86,53,1,http://www.slideshare.net/dtracy4/consultants-powerpoint-toolkit,21100
1,2016-01-29,197,14,57658756,61,32,334,http://www.slideshare.net/dashDB/sql-to-nosql-top-6-questions-before-making-the-move,16340
1,2015-02-27,533,230,45209405,42,13,112,http://www.slideshare.net/simplify360/5-tips-to-beat-the-fear-ofpublicspe,26445
3,2015-03-20,512,43,46076988,65,33,120,http://www.slideshare.net/CMI/b2b-technology-content-marketing-benchmarks-budgets-and-trends-north-america,20604
0,2013-07-08,1132,5,24038152,52,23,8,http://www.slideshare.net/linkedin-talent-solutions/united-kingdom-recruiting-trends-2013-uk,5406
12,2010-03-26,2332,25,3563456,54,21,0,http://www.slideshare.net/shruths2890/software-engineering-ppt,60219
6,2016-03-03,163,1179,59024589,67,33,81,http://www.slideshare.net/HubSpot/31-quotes-to-celebrate-teamwork-and-collaboration,46645
5,2015-04-20,481,279,47208346,82,49,149,http://www.slideshare.net/MattSiltala/why-visual-content-works,32423
1,2013-07-26,1114,0,24660124,54,30,1,http://www.slideshare.net/synedra/quantifying-fitness,1459
1,2007-10-04,3236,6,125900,56,27,0,http://www.slideshare.net/happysammy/the21-irrefutable-lawsof-leadership,4221
15,2010-09-03,2171,90,5121306,47,14,0,http://www.slideshare.net/malyth/sports-writing,46967
12,2016-01-20,206,598,57298804,83,49,62,http://www.slideshare.net/mrcoryjim/our-world-is-hungry,101452
0,2011-12-22,1696,4,10663644,40,13,0,http://www.slideshare.net/jennywakker/new-trend-in-cover-letter-cold-cover-letter,4583
0,2015-11-09,278,3,54931870,54,28,0,http://www.slideshare.net/biztalk360/azure-documentdb-for-healthcare-integration-part-2,749
1,2012-04-22,1574,1,12642471,34,9,0,http://www.slideshare.net/lgrajales/career-choice-presentation,3069
0,2012-05-15,1551,2,12948338,35,10,0,http://www.slideshare.net/crazywhy/speech-purposes,23230
0,2016-08-10,3,1,64877164,49,24,1,http://www.slideshare.net/linkedin-talent-solutions/5-strategies-for-recruiting-passive-candidates-on-linkedin,119
20,2014-01-15,941,280,30066681,248,215,170,http://www.slideshare.net/wearesocialsg/social-digital-mobile-in-apac,440891
0,2013-08-27,1082,1,25665149,92,68,0,http://www.slideshare.net/kennyong/sunway-university-talk-time-and-stress-management-2013,1211
1,2014-08-25,719,12,38322064,52,23,0,http://www.slideshare.net/alagar2012/environmental-protection-act-1986-38322064,3200
6,2016-02-03,192,198,57807777,49,16,41,http://www.slideshare.net/LizRyan/how-to-step-up-in-your-career-in-2016,143469
0,2016-04-04,131,2,60444600,50,25,7,http://www.slideshare.net/FITCH_design/retail-experience-diagnostic-and-solutions,791
1,2015-06-18,422,26,49572169,86,56,17,http://www.slideshare.net/kanter/emerging-leaders-playbook-49572169,22899
6,2014-07-02,773,454,36541841,68,35,422,http://www.slideshare.net/Ethinos/design-the-good-the-bad-and-the-ugly,43050
0,2015-08-14,365,34,51642933,52,24,11,http://www.slideshare.net/impactbnd/20-tweetable-quotes-to-inspire-marketing-design-creative-genius,236430
3,2012-09-26,1417,29,14475005,55,24,22,http://www.slideshare.net/mprofs/how-to-craft-your-companys-storytelling-voice-by-ann-handley-of-marketingprofs,247164
14,2013-04-10,1221,545,18531361,69,36,110,http://www.slideshare.net/idigdata/data-visualization-best-practices-2013,115591
0,2012-01-29,1658,0,11323099,35,17,0,http://www.slideshare.net/rburgst/quantify-self,789
1,2012-06-08,1527,23,13250006,61,32,0,http://www.slideshare.net/PowerPoint-Templates/scrum-process-powerpoint-ppt-slides,10441
0,2016-08-01,12,1,64576110,35,11,0,http://www.slideshare.net/sharibmirza333/free-help-by-sba-for-small-business-loans,24
14,2012-12-20,1332,17,15713156,85,52,2,http://www.slideshare.net/anantagarwal95/career-options-in-commerce-15713156,41878
48,2009-08-25,2545,629,1904118,176,143,329,http://www.slideshare.net/Alex.Osterwalder/business-models-beyond-profit-social-entrepreneurship-lecture-wise-etienne-eichenberger-iqbal-quadir-grameen-bank-grameen-phone,0
1,2015-12-04,253,56,55837040,68,39,8,http://www.slideshare.net/digitalsurgeons/typecurious-a-typography-crash-course,4914
2,2012-06-05,1530,8,13217426,43,13,0,http://www.slideshare.net/MunawarSiddiqui/profile-presentation-rayan-international-travel-tours,18505
16,2013-03-15,1247,72,17240285,51,18,6,http://www.slideshare.net/accessallow/lifi-technology,103959
7,2013-03-03,1259,62,16910211,59,26,4,http://www.slideshare.net/DavidBryanBernabe/amway-marketing-plan-new,86386
37,2013-10-10,1038,223,27067789,121,88,99,http://www.slideshare.net/NadineHanafi/six-ways-to-ignite-your-ideas,53236
0,2016-02-06,189,11,57941972,62,33,2,http://www.slideshare.net/HubSpot/12-interview-questions-to-ask-every-sales-manager-candidate,64281
0,2015-08-26,353,7,52082247,68,40,0,http://www.slideshare.net/panktijethi/module-1highway-planning-and-scope-of-highway-engineering,1634
0,2015-02-15,545,57,44705133,71,43,43,http://www.slideshare.net/NetJMC/e2-summit2015-netjmc,16430
0,2015-11-17,270,7,55226655,100,72,1,http://www.slideshare.net/morellimarc/luxury-and-cosmetics-factbook-2015-ey,2356
6,2014-05-03,833,152,34238607,67,34,96,http://www.slideshare.net/billaulet/what-is-disciplined-entrepreneurship,26003
12,2016-03-17,149,1268,59700403,91,58,58,http://www.slideshare.net/barryjfeldman/how-to-write-clickass-presentations-that-convert,52305
0,2013-07-15,1125,25,24237582,42,14,0,http://www.slideshare.net/mgchoksi/10-things-that-buyers-expect-from-a-real-estate-agent-ppt,15079
12,2014-01-01,955,64,29607289,135,102,0,http://www.slideshare.net/drjayeshpatidar/principles-of-education-and-teaching-learning-process,30985
11,2012-02-19,1637,151,11663442,103,70,417,http://www.slideshare.net/hatemkameli/ss-11663442,54421
2,2010-11-04,2109,6,5673023,47,17,0,http://www.slideshare.net/misakitakata/merchandising-ppt,19537
0,2014-05-28,808,2,35233354,30,5,0,http://www.slideshare.net/ataulhassnain/are-leader-born-or-made,2398
0,2010-02-22,2364,14,3249858,52,24,1,http://www.slideshare.net/stevencahill/network-hardware-and-software,54257
6,2011-12-08,1710,40,10512439,58,25,0,http://www.slideshare.net/hiteshpkothari/technology-in-business-communications,29230
0,2012-04-18,1578,2,12590753,46,21,0,http://www.slideshare.net/Xfsams/self-assessment-12590753,1923
94,2009-08-31,2539,178,1930567,336,303,1,http://www.slideshare.net/nitinmote/computer-hardware-1930567,0
0,2010-10-18,2126,0,5478792,30,7,0,http://www.slideshare.net/LaurieRoberts/budget-simulation-assignment,415
1,2016-01-31,195,50,57691737,108,79,106,http://www.slideshare.net/donnamoritz/slideshares-hidden-treasure-7-ways-to-stand-out-on-slideshare,14962
4,2016-01-14,212,7,57060858,52,20,17,http://www.slideshare.net/usefedora/how-to-make-money-outside-of-the-95-your-weekly-roundup-newsletter,6754
3,2011-06-30,1871,11,8473303,76,45,0,http://www.slideshare.net/pro356rick/5-star-motivation-workshop,10894
1,2009-07-03,2598,56,1677221,49,20,0,http://www.slideshare.net/hayesg31/the-rise-and-rise-of-social-media-1677221,10977
22,2013-08-24,1085,100,25547120,66,32,32,http://www.slideshare.net/ethos3/why-you-should-love-public-speaking,26654
393,2010-08-23,2182,4100,5038209,107,74,1614,http://www.slideshare.net/jessedee/steal-this-presentation-5038209,1479813
0,2008-05-15,3012,3,408067,58,32,0,http://www.slideshare.net/kenny.hubble/loyalist-college-applied-training-in-virtual-worlds,1529
0,2015-01-30,561,27,44083507,48,19,54,http://www.slideshare.net/EdelmanInsights/2015-media-forecast-1-30-15,21161
0,2015-06-12,428,7,49333691,65,37,18,http://www.slideshare.net/Demandbase/siriusdecisions-account-based-marketing-welcome-to-the-new-reality-inb2b,4527
7,2014-12-01,621,300,42206999,62,29,81,http://www.slideshare.net/DaveChaffey/digital-marketing-trends-2015-42206999,189428
8,2009-11-05,2473,165,2431028,70,37,4,http://www.slideshare.net/slidesbynouve/brand-new-world-2431028,93880
6,2014-06-18,787,209,36019892,78,44,116,http://www.slideshare.net/Dell/big-data-use-cases-36019892,70810
20,2007-04-28,3395,169,43361,76,43,11,http://www.slideshare.net/shuwesley/michael-porters-competitive-advantage,339240
0,2015-01-14,577,1,43515800,68,48,5,http://www.slideshare.net/Ksaladbits/quantified-self-apps-for-selfimprovement,623
0,2010-06-04,2262,12,4408437,47,19,0,http://www.slideshare.net/Terry34/care-toolkit-change-management-communication-plan-tajikistan,10634
3,2014-01-18,938,8,30157792,61,30,0,http://www.slideshare.net/JohnnieDiss/ad101-30157792,1843
10,2014-07-29,746,558,37452787,150,117,101,http://www.slideshare.net/boardofinnovation/how-to-choose-the-right-business-model-by-boardofinno-nickdemey,197643
0,2015-11-04,283,63,54728285,71,43,11,http://www.slideshare.net/Kevlin/the-programmer,6913
124,2011-01-03,2049,2117,6434921,81,48,452,http://www.slideshare.net/boardofinnovation/10-business-models-that-rocked-2010-6434921,971472
1,2012-10-23,1390,14,14854556,82,53,0,http://www.slideshare.net/iQmetrixCorp/creating-a-great-customer-experience-any-place-with-tara-and-anne,34542
0,2007-03-26,3428,0,32920,62,39,0,http://www.slideshare.net/lucifer/elsa-presentation-portugais,883
0,2007-03-26,3428,0,32925,39,16,0,http://www.slideshare.net/bermejose/adesdf,368
0,2016-02-17,178,1,58369198,54,30,0,http://www.slideshare.net/daconinspection1/dacon-mfl-inspection-of-pipeline-mfl-pigging,366
9,2015-06-09,431,662,49196314,61,28,148,http://www.slideshare.net/MicahCohen1/ultimate-guide-to-instagram-advertising,33477
0,2014-06-26,779,10,36336259,48,20,10,http://www.slideshare.net/SilkRoadTalentTalk/recruiting-metrics-that-matter,3396
4,2010-10-02,2142,25,5341830,78,46,0,http://www.slideshare.net/mandeepsinghjaggi/naukricom,36721
245,2006-11-24,3550,688,11786,77,44,3,http://www.slideshare.net/hazman/supply-chain-management,261440
0,2016-01-12,214,72,56966767,52,24,50,http://www.slideshare.net/ValaAfshar/vala-afshar-slide-share-jan12,41492
3,2015-09-10,338,187,52647876,72,41,21,http://www.slideshare.net/marismith/facebook-marketing-success-proven-ways-to-generate-more-traffic-leads-and-profits-by-mari-smith-at-hubspots-inbound-2015-conference,28399
0,2013-07-11,1129,7,24134028,48,20,0,http://www.slideshare.net/suhasreddy1/testing-life-cycle-24134028,20262
4,2015-12-28,229,147,56481287,41,9,4,http://www.slideshare.net/KristinRimbach/6-foodie-vacations-you-should-take-in-2016,5404
0,2013-11-21,996,5,28503544,57,29,0,http://www.slideshare.net/klstar1/broadcast-news1,3234
0,2008-06-30,2966,0,492762,53,30,0,http://www.slideshare.net/sandravrodriguez/esculturas-492762,484
0,2007-10-30,3210,0,150486,36,13,0,http://www.slideshare.net/valdiroliv/sexta-feira-150486,556
0,2007-10-30,3210,0,150480,62,39,0,http://www.slideshare.net/Jazkarta/podcasting-and-multimedia-with-plone,1106
0,2012-02-20,1636,13,11682651,55,27,0,http://www.slideshare.net/mirandajuza/nutrition-presentation-11682651,29882
12,2013-02-14,1276,56,16523536,67,34,3,http://www.slideshare.net/SudarshanaDasgupta/models-of-mental-health-illness,64551
10,2009-04-16,2676,31,1301405,50,17,1,http://www.slideshare.net/readysetpresent/sales-powerpoint-ppt-content-modern-sample,45355
